Index,Subject,Course Number,Title,Section,CRN,Instructor,A,A-,A+,AU,B,B-,B+,C,C-,C+,D,D-,D+,E,F,I,N,P,PI,S,SI,U,W,WF,Course
533,MGMT,44428,Human Resources Mgmt,Y01,10970,Chupp| Brian K.,0.07,0.11,0.15,0,0.22,0,0.19,0.07,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,MGMT 44428
534,MGMT,45500,Legal Bkgrnd Bus I,Y01,29265,Fisher| Clifford D.,0.05,0.05,0.05,0,0.26,0.42,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MGMT 45500
535,MGMT,47300,Data Mining,Y01,11276,Lanham| Matthew A.,0.23,0.31,0,0,0.15,0.08,0.15,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MGMT 47300
536,MGMT,52020,Anlytcs For Mktg Mgr,2,32046,Lee| Jinsuh,0.15,0.19,0.02,0,0.02,0.02,0.13,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MGMT 52020
537,MGMT,52500,Marketing Analytics,1,32038,Dai| Weijia,0.23,0.16,0,0,0.36,0.07,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MGMT 52500
538,MGMT,58600,Python Programming,1,32232,Wang| Yang,0.19,0.12,0.04,0,0.19,0.08,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MGMT 58600
539,MGMT,58600,Python Programming,B03,30028,Wang| Yang,0.1,0.23,0.1,0,0.23,0.16,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MGMT 58600
540,MGMT,58600,Python Programming,B04,31738,Wang| Yang,0.1,0.1,0.23,0,0.26,0.03,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MGMT 58600
541,MGMT,59000,Cloud Marketing,4,31844,Lee| Jinsuh,0.58,0.13,0,0,0.08,0.08,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MGMT 59000
542,MGMT,59699,MS Internship,2,11222,Schukraft| Jennifer L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MGMT 59699
543,MGMT,60000,Accounting For Managers,1,31846,Sorensen| R S.,0.38,0.13,0.08,0,0.08,0.08,0.17,0.04,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MGMT 60000
544,MGMT,61000,Financial Management,1,31317,Boquist| Alexander W.,0.29,0.04,0,0,0.29,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MGMT 61000
545,MGMT,61400,Investments,4,31321,Gulen| Huseyin,0.31,0.12,0.04,0,0.35,0,0.15,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,MGMT 61400
546,MGMT,62000,Marketing Management,1,32005,Mcquiston| Daniel H.,0.09,0.57,0,0,0.17,0.06,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MGMT 62000
547,MGMT,62000,Marketing Management,2,32040,Kar| Wreetabrata,0.15,0.26,0,0,0.23,0.09,0.26,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,MGMT 62000
548,MGMT,62000,Marketing Management,3,32278,Mcquiston| Daniel H.,0.22,0.28,0,0,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MGMT 62000
549,MGMT,62000,Marketing Management,4,32291,Mcquiston| Daniel H.,0.4,0.21,0,0,0.18,0,0.16,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,MGMT 62000
550,MGMT,62000,Marketing Management,5,32292,Mcquiston| Daniel H.,0.27,0.05,0,0,0.58,0,0.09,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MGMT 62000
551,MGMT,67000,Business Analytics,1,32200,Tang| Kwei,0.13,0.26,0.13,0,0.26,0.04,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MGMT 67000
552,MGMT,67000,Business Analytics,2,32202,Tawarmalani| Mohit,0.17,0.17,0.09,0,0.38,0.04,0.11,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MGMT 67000
553,MGMT,67000,Business Analytics,3,32203,Tawarmalani| Mohit,0.16,0.12,0.06,0,0.37,0.06,0.22,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MGMT 67000
554,MGMT,67200,Advanced Business Analytics,1,31833,Zhu| Zhiwei,0.14,0.22,0,0,0.28,0.08,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MGMT 67200
555,MGMT,68300,IT Innov And Comp Advantage,2,32183,Dehondt| Gerald R.,0.05,0.24,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MGMT 68300
556,MGMT,68300,IT Innov And Comp Advantage,3,32184,Dehondt| Gerald R.,0.08,0.46,0,0,0.02,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MGMT 68300
557,MSE,23000,Struc & Prop Of Mat,1,14455,Trice| Rodney W.,0.34,0,0.04,0,0.38,0,0.08,0.04,0,0.04,0.03,0,0,0,0.03,0,0,0,0,0,0,0,0.03,0,MSE 23000
558,MSE,33000,Process & Prop Of Materials,2,14367,Morales Espejo| Jesus H.,0.27,0.18,0.27,0,0.09,0,0.09,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MSE 33000
559,MSE,69900,Research PhD Thesis,48,12051,Wang| Haiyan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,MSE 69900
560,MUS,25000,Music Appreciation,Y03,21965,Monical| Dwight L.,0.73,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0.03,0,MUS 25000
561,NUCL,27300,Mechanics Of Materials,1,10649,Lopez-De-Bertodano| Martin A.,0.19,0.19,0.45,0,0,0.03,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NUCL 27300
562,NUR,31401,Adult Nursing I,1,12070,Ailor| Mark A.,0.3,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NUR 31401
563,NUR,31501,Nur Childbearing Families,2,12073,Garringer| Cynthia J.,0.38,0,0,0,0.59,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NUR 31501
564,NUR,31601,Integration Seminar I,1,11336,Garringer| Cynthia J.,0.93,0,0,0,0.03,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NUR 31601
565,NUR,41401,Pediatric Nursing,1,29100,Johnson| Rebecca C.,0.57,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NUR 41401
566,NUR,41501,Public Health Nursing,3,29107,Ajuwon| Abidemi Mary,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NUR 41501
567,NUR,51100,Health Promo APN,7,12078,Ross| Karla C.,0.61,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NUR 51100
568,NUR,51300,Hlth Promo Spec Popul,3,12079,Ross| Karla C.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NUR 51300
569,NUR,51500,Hlth Prom Pediatrc Pop,6,12160,Coddington| Jennifer A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NUR 51500
570,NUR,62400,Evidence-Based Practice,1,12866,Abrahamson| Kathleen A.,0.94,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NUR 62400
571,NUR,64100,Principles Of Epidemiology,2,13921,Xu| Dongjuan,0.88,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NUR 64100
572,NUR,64200,Systems Approaches In Healthca,2,29229,Mccomb| Sara A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NUR 64200
573,NUR,67400,Qual~ Leader And APN,2,15174,Sorg| Margaret J.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NUR 67400
574,NUTR,30300,Essentials Of Nutr,Y01,11902,Burgess| John R.,0.32,0.32,0.05,0,0,0.05,0.14,0,0.05,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,NUTR 30300
575,NUTR,30300,Essentials Of Nutr,Y02,11903,Burgess| John R.,0.32,0.05,0.23,0,0.14,0,0.09,0.05,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0,NUTR 30300
576,NUTR,30300,Essentials Of Nutr,Y03,16463,Burgess| John R.,0.22,0.09,0.17,0,0.04,0.09,0.09,0.04,0.04,0.04,0,0,0.04,0,0,0.04,0,0.04,0,0,0,0,0.04,0,NUTR 30300
577,NUTR,30300,Essentials Of Nutr,Y04,22721,Burgess| John R.,0.26,0.17,0.13,0,0.13,0.04,0.09,0,0,0.04,0,0,0,0,0.09,0,0,0,0,0,0,0,0.04,0,NUTR 30300
578,NUTR,30300,Essentials Of Nutr,Y05,24199,Burgess| John R.,0.13,0.17,0.17,0,0.13,0.09,0,0.09,0.04,0.09,0,0,0.04,0,0.04,0,0,0,0,0,0,0,0,0,NUTR 30300
579,NUTR,30300,Essentials Of Nutr,Y06,11939,Burgess| John R.,0.14,0.23,0.23,0,0.14,0.14,0.05,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,NUTR 30300
580,NUTR,31500,Fund Of Nutrition,1,13341,Furiya| Alvin J.,0.24,0.24,0.29,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NUTR 31500
581,NUTR,43700,Macronutrient Metab,2,24220,Cross| Tzu Wen L.,0.21,0.17,0.07,0,0.1,0.03,0.31,0.03,0,0.03,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,NUTR 43700
582,OBHR,33000,Intro To Org Behavior,Y01,25778,Ying| Jonathan G.,0.28,0.11,0.03,0,0.28,0.02,0.15,0.05,0.02,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0.05,0,OBHR 33000
583,OLS,38600,Ldrshp For Org Change & Innov,10,31808,Hutcheson| John S.,0.64,0,0,0,0.32,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,OLS 38600
584,OLS,47700,Conflict Management,1,29519,Samson| William A.,0.17,0.06,0.56,0,0,0,0.06,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,OLS 47700
585,PES,11100,Lifetime Fitness,8,11878,Pritt| Tyler D.,0.76,0,0,0,0.03,0,0.07,0.07,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,PES 11100
586,PES,11600,Tennis~ Beginner,3,11453,Braden| Joseph M.,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,PES 11600
587,PHIL,11000,Big Questions: Intro To Phil,1,10653,Azizi| Ali,0.21,0.05,0.11,0,0.26,0.16,0.11,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHIL 11000
588,PHIL,11000,Big Questions: Intro To Phil,2,10322,Cordry| Duncan R.,0.17,0.28,0.11,0,0.17,0,0.22,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,PHIL 11000
589,PHIL,11005,Intro Phil Through Video Games,1,32053,Resto Quinones| Jashiel E.,0.07,0.43,0,0,0.07,0.07,0.21,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,PHIL 11005
590,PHIL,11100,Introduction To Ethics,4,22015,Brown| Mary E.,0.49,0,0.37,0,0.11,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHIL 11100
591,PHIL,11400,Global Moral Issues,1,24118,Knuckles| Abigail F.,0.21,0.13,0.18,0,0.13,0.05,0.13,0,0,0.08,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,PHIL 11400
592,PHIL,15000,Principles Of Logic,1,10682,Yang| Chen,0.1,0,0.25,0,0.25,0,0.1,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,PHIL 15000
593,PHIL,27000,Biomed Ethics,1,10443,Vrabely| Alex T.,0.44,0.15,0.3,0,0.06,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,PHIL 27000
594,PHIL,29000,Environmental Ethics,1,10323,Elmore| Benjamin A.,0.21,0.21,0.29,0,0.07,0,0,0.07,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0.07,0,PHIL 29000
595,PHRM,84200,Community Pharmacy IPPE,1,31618,Shepler| Brian M.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PHRM 84200
596,PHRM,84200,Community Pharmacy IPPE,2,31635,Shepler| Brian M.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PHRM 84200
597,PHRM,84200,Community Pharmacy IPPE,3,31636,Shepler| Brian M.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PHRM 84200
598,PHRM,86200,Institutional Pharmacy IPPE,1,29744,Shepler| Brian M.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PHRM 86200
599,PHRM,86200,Institutional Pharmacy IPPE,2,31637,Shepler| Brian M.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PHRM 86200
600,PHRM,86200,Institutional Pharmacy IPPE,3,31638,Shepler| Brian M.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PHRM 86200
601,PHRM,87400,Interprofessional Education V,1,31639,Weber| Zachary A.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0.06,0,0,0,0,0,PHRM 87400
602,PHRM,87400,Interprofessional Education V,2,31640,Weber| Zachary A.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PHRM 87400
603,PHRM,87400,Interprofessional Education V,3,31641,Weber| Zachary A.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PHRM 87400
604,PHRM,88000,Adv Pharm Practice Exp,1,20853,Shepler| Brian M.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PHRM 88000
605,PHRM,88000,Adv Pharm Practice Exp,2,20854,Shepler| Brian M.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PHRM 88000
606,PHRM,88000,Adv Pharm Practice Exp,10,11800,Shepler| Brian M.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PHRM 88000
607,PHYS,17200,Modern Mechanics,9,10471,Rebello| Nobel S.,0.12,0.11,0.03,0,0.11,0.1,0.12,0.07,0.06,0.08,0.01,0.01,0.03,0,0.05,0.02,0,0,0,0,0,0,0.1,0,PHYS 17200
608,PHYS,22000,Gen Physics,7,31826,Devabathini| Pavani,0.09,0.05,0.09,0,0.09,0.1,0.09,0.1,0.08,0.08,0.03,0.02,0.06,0,0.08,0,0.01,0.02,0,0,0,0,0.03,0,PHYS 22000
609,PHYS,22100,Gen Physics,6,31827,Konakanchi| Shiva Teja,0.07,0.1,0.15,0,0.1,0.12,0.1,0.05,0.03,0.08,0.07,0.02,0.05,0,0.02,0.02,0,0.02,0,0,0,0,0.03,0,PHYS 22100
610,PHYS,24100,Electricity Optics,1,31742,Newton| Jared R.,0.31,0.18,0.12,0,0.12,0.04,0.16,0.02,0,0.03,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0.01,0,PHYS 24100
611,PHYS,27200,E&M Interactions,5,31828,Bowyer| Ian A.,0.15,0.21,0.22,0,0.07,0.07,0.07,0.01,0,0.07,0.01,0,0.02,0,0.05,0,0,0,0,0,0,0,0.04,0.01,PHYS 27200
612,POL,10100,American Government,10,31376,Davis| Erik J.,0.33,0.22,0.22,0,0.06,0,0.06,0,0,0.06,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,POL 10100
613,POL,10100,American Government,11,31377,Mukherjee| Mitushi,0.7,0.15,0,0,0.04,0.07,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,POL 10100
614,POL,12000,Intr Pub Pol-Pub Admin,Y01,24425,Karageorge| Kaleigh A.,0.54,0,0.21,0,0.08,0,0.08,0,0,0.04,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,POL 12000
615,POL,13000,Intro To Int Reltns,Y01,24008,Ellis| Matthew K.,0.33,0.08,0,0,0.17,0.17,0,0,0,0.08,0,0,0,0,0.08,0,0,0.08,0,0,0,0,0,0,POL 13000
616,POL,13000,Intro To Int Reltns,Y02,24009,Sistek| Hanna,0.13,0.07,0,0,0.2,0.13,0.07,0,0,0.07,0.07,0,0.07,0,0.07,0,0,0,0,0,0,0,0.13,0,POL 13000
617,POL,14100,Govts Of The World,Y01,22467,Megson| John W.,0.09,0.18,0.18,0,0.09,0,0.36,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POL 14100
618,POL,22200,Wom Pol And Publ Pol,Y01,22463,Lusvardi| Amber N.,0.4,0.13,0.27,0,0,0,0.07,0.07,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,POL 22200
619,POL,22300,Intr Environmental Pol,1,28413,Young| Kayla M.,0.61,0.15,0.09,0,0.03,0.03,0.06,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,POL 22300
620,POL,22300,Intr Environmental Pol,2,31390,Kurtz| Reed M.,0.21,0.29,0,0,0,0.14,0.14,0,0.07,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0.07,0,POL 22300
621,POL,22300,Intr Environmental Pol,Y02,22468,Bernard| Mazie M.,0.23,0,0.39,0,0.08,0.08,0.08,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POL 22300
622,POL,23100,Intro U S For Policy,1,31621,Wilhelm| Alexander T.,0.25,0.17,0.25,0,0,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POL 23100
623,POL,23500,Rich And Poor Nations,Y02,24289,Kuffuor| Owura K.,0.39,0.09,0.48,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,POL 23500
624,POL,23700,Mod Weapons & Intl Rel,Y01,24005,Kunkel| Adam J.,0.21,0.21,0,0,0.21,0,0.12,0.03,0.03,0.09,0.06,0,0,0,0.03,0,0,0,0,0,0,0,0,0,POL 23700
625,POL,30000,Intro Polit Analysis,1,12666,Grubbs| Samuel J.,0.17,0.06,0.11,0,0.06,0.06,0,0.06,0.06,0.11,0.06,0,0,0,0.22,0,0,0,0,0,0,0,0.06,0,POL 30000
626,POL,32700,Global Green Politics,1,12667,Felder| Jessica M.,0.57,0.11,0,0,0.14,0,0.11,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.04,0,POL 32700
627,POL,32700,Global Green Politics,2,31392,Kurtz| Reed M.,0.33,0.23,0,0,0.07,0.03,0.23,0,0,0.03,0,0,0,0,0.03,0,0,0,0,0,0,0,0.03,0,POL 32700
628,POL,32700,Global Green Politics,Y01,24001,Walker| Christina P.,0.19,0.14,0.38,0,0.05,0,0.1,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0,POL 32700
629,POL,42900,Washington DC Practicum,2,32049,Langrish| Andrea D.,0.73,0.18,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POL 42900
630,PSY,12000,Elementary Psychology,4,28404,Hollich| George J.,0.1,0.03,0.63,0,0.06,0,0.04,0.01,0.01,0,0.01,0,0,0,0.02,0.08,0,0,0,0,0,0,0,0,PSY 12000
631,PSY,12000,Elementary Psychology,Y01,23023,Hollich| George J.,0.2,0,0.65,0,0.03,0.03,0,0,0,0,0,0,0,0,0.03,0.05,0,0,0,0,0,0,0.03,0,PSY 12000
632,PSY,12000,Elementary Psychology,Y02,11788,Dashineau| Samantha C.,0.21,0.21,0.24,0,0.05,0.05,0.11,0.05,0,0.03,0,0,0,0,0.03,0,0,0,0,0,0,0,0.03,0,PSY 12000
633,PSY,12000,Elementary Psychology,Y03,24233,Bachman| Brent B.,0.38,0,0,0,0.29,0,0,0.12,0,0,0.06,0,0,0,0.03,0,0,0,0,0,0,0,0.09,0.03,PSY 12000
634,PSY,12000,Elementary Psychology,Y04,11234,Henares| Regina Marie Dominique R.,0.85,0,0,0,0.09,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PSY 12000
635,PSY,12000,Elementary Psychology,Y05,30889,Taggart| Rachel S.,0.21,0.07,0.39,0,0.04,0,0.07,0.04,0.04,0.04,0,0,0,0,0.07,0,0,0,0,0,0,0,0.04,0,PSY 12000
636,PSY,12000,Elementary Psychology,Y06,31661,Swisher| Melissa J.,0.66,0,0.02,0,0.23,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,PSY 12000
637,PSY,12000,Elementary Psychology,Y07,32804,Balling| Caroline E.,0.31,0.12,0.23,0,0.04,0.04,0.12,0,0,0.08,0,0,0,0,0.04,0,0,0,0,0,0,0,0.04,0,PSY 12000
638,PSY,20000,Intro Cogn Psych,3,14020,Macias| Gia M.,0.43,0.16,0.08,0,0.16,0.03,0,0.03,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0,PSY 20000
639,PSY,20000,Intro Cogn Psych,4,14397,Coverdale| Michelle E.,0.15,0.15,0.06,0,0.12,0.09,0.03,0.12,0.03,0.15,0,0.03,0.03,0,0.03,0,0,0,0,0,0,0,0.03,0,PSY 20000
640,PSY,20000,Intro Cogn Psych,5,29575,Macias| Gia M.,0.4,0.09,0.14,0,0.09,0.02,0.09,0.02,0.05,0.05,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,PSY 20000
641,PSY,20100,Intro To Stat In Psych,1,13283,Mcgough| Daniel L.,0.32,0.09,0,0,0.05,0.14,0.14,0,0,0.09,0,0,0,0,0.14,0,0,0,0,0,0,0,0.05,0,PSY 20100
642,PSY,20300,Intro Res Meth In Psy,5,31685,Swisher| Melissa J.,0.3,0,0,0,0.3,0,0.04,0.26,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.04,0,PSY 20300
643,PSY,22200,Intro Behvr Neurosci,3,10737,Kinzig| Kimberly P.,0.45,0.07,0.03,0,0.07,0,0.16,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,PSY 22200
644,PSY,22200,Intro Behvr Neurosci,4,27415,Kinzig| Kimberly P.,0.59,0,0.09,0,0.18,0.05,0,0.05,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.02,0,PSY 22200
645,PSY,23500,Child Psychology,Y01,18280,Hollich| George J.,0.62,0.04,0.13,0,0.02,0,0,0.02,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0.04,0,PSY 23500
646,PSY,23900,Psych Of Women,Y01,10733,Gulker| Jill E.,0.21,0.18,0.33,0,0.03,0.05,0.13,0.05,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,PSY 23900
647,PSY,24000,Intro Social Psych,1,11181,Henares| Regina Marie Dominique R.,0.71,0,0,0,0.21,0,0,0.04,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,PSY 24000
648,PSY,24000,Intro Social Psych,2,11226,Hildebrand| Laura K.,0.33,0.13,0.33,0,0,0,0,0.04,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,PSY 24000
649,PSY,27200,Intro To Ind-Org Psych,4,31665,White| Jerod C.,0.37,0.07,0.04,0,0.22,0.04,0.07,0.04,0.07,0.04,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,PSY 27200
650,PSY,27200,Intro To Ind-Org Psych,5,32530,Thapa Magar| Stuti,0.17,0,0.13,0,0.17,0.08,0.04,0.04,0,0.13,0,0.08,0.04,0,0.13,0,0,0,0,0,0,0,0,0,PSY 27200
651,PSY,33500,Stereotyping And Prej,Y03,25101,Gulker| Jill E.,0.12,0.29,0.18,0,0.06,0.06,0.06,0.06,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0.12,PSY 33500
652,PSY,34200,Psych Of Personality,2,27841,Assaad| Lily,0.08,0.08,0.73,0,0,0,0.06,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.02,0,PSY 34200
653,PSY,35000,Abnormal Psychology,Y01,11110,Maloney| Molly,0.47,0.11,0,0,0.11,0.05,0.16,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PSY 35000
654,PSY,35000,Abnormal Psychology,Y02,11112,Eckhardt| Christopher I.,0.55,0.05,0.38,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PSY 35000
655,PSY,35000,Abnormal Psychology,Y03,12926,Harold| Roslyn B.,0.57,0.19,0.1,0,0.05,0,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PSY 35000
656,PSY,35000,Abnormal Psychology,Y04,14448,Bradley| Eboni,0.42,0,0.11,0,0.11,0,0.11,0.05,0,0.05,0,0.05,0,0,0.11,0,0,0,0,0,0,0,0,0,PSY 35000
657,PSY,43800,Intro To Clinical Psychology,1,12225,Foti| Daniel J.,0.5,0.17,0,0,0.07,0.07,0.1,0,0,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,PSY 43800
658,PUBH,48000,Internship Public Health,1,29702,Amell| James W.,0.83,0.06,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,PUBH 48000
659,PUBH,60700,Public Health Practicum,2,30226,Amell| James W.,0.86,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,PUBH 60700
660,SCLA,10100,Crit Think & Com I,8,29659,Turco| Jeffrey,0.44,0.15,0.07,0,0,0.04,0.04,0.04,0,0,0,0,0.04,0,0.11,0,0,0,0,0,0,0,0.07,0,SCLA 10100
661,SCLA,10100,Crit Think & Com I,19,31441,Conner| Daniel A.,0.3,0.07,0.03,0,0.17,0.07,0.17,0,0.03,0.07,0,0,0,0,0.07,0,0,0,0,0,0,0,0.03,0,SCLA 10100
662,SCLA,10100,Crit Think & Com I,21,31443,Frank| Daniel H.,0.83,0.1,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SCLA 10100
663,SCLA,10100,Crit Think & Com I,24,31720,Turco| Jeffrey,0.59,0.03,0,0,0.1,0,0.14,0,0.03,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.07,0,SCLA 10100
664,SCLA,10100,Crit Think & Com I,25,31721,Tompkins| John C.,0.69,0,0,0,0.21,0,0,0.03,0,0,0.03,0,0,0,0.03,0,0,0,0,0,0,0,0,0,SCLA 10100
665,SCLA,10100,Crit Think & Com I,26,32442,Leverage| Paula E.,0.23,0.17,0.13,0,0.33,0.03,0.07,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,SCLA 10100
666,SCLA,10100,Crit Think & Com I,27,32807,Stringer| Ryan M.,0.1,0.28,0.03,0,0.07,0.14,0.07,0.03,0,0.07,0,0,0.07,0,0.1,0,0,0,0,0,0,0,0.03,0,SCLA 10100
